room_id,room_name,schedule_id,date,start_time,end_time,activity_name,status
R002,RK A2,J00121,2026-06-29,1000,1200,Seminar,Booked
R002,RK A2,J00122,2026-05-06,800,1000,Kuliah Basis Data,Booked
R005,Lab Komputer 1,J00123,2026-04-11,1300,1500,Kuliah Algoritma,Booked
R005,Lab Komputer 1,J00124,2026-04-02,800,1000,Praktikum Pemrograman,Booked
R001,RK A1,J00125,2026-03-14,800,1000,Kuliah Algoritma,Booked
R004,RK B2,J00126,2026-05-30,800,1000,Kuliah Algoritma,Booked
R005,Lab Komputer 1,J00127,2026-04-13,1500,1700,Diskusi Proyek,Booked
R004,RK B2,J00128,2026-03-13,800,1000,Praktikum AI,Booked
R003,RK B1,J00129,2026-04-17,800,1000,Praktikum Pemrograman,Booked
R001,RK A1,J00130,2026-05-11,1000,1200,Praktikum Pemrograman,Booked
R006,Lab Komputer 2,J00131,2026-04-28,1700,1900,Kuliah Basis Data,Booked
R002,RK A2,J00132,2026-05-23,800,1000,Kuliah Algoritma,Booked
R006,Lab Komputer 2,J00133,2026-03-25,1500,1700,Seminar,Booked
R002,RK A2,J00134,2026-04-10,1000,1200,Praktikum Pemrograman,Booked
R001,RK A1,J00135,2026-06-05,1700,1900,Praktikum Pemrograman,Booked
R004,RK B2,J00136,2026-03-05,1300,1500,Praktikum Pemrograman,Booked
R005,Lab Komputer 1,J00137,2026-03-18,1700,1900,Praktikum AI,Booked
R003,RK B1,J00138,2026-03-19,1500,1700,Praktikum Pemrograman,Booked
R006,Lab Komputer 2,J00139,2026-05-02,1300,1500,Praktikum AI,Booked
R006,Lab Komputer 2,J00140,2026-04-28,1500,1700,Seminar,Booked
R001,RK A1,J00141,2026-03-22,800,1000,Kuliah Algoritma,Booked
R006,Lab Komputer 2,J00142,2026-04-23,800,1000,Praktikum AI,Booked
R001,RK A1,J00143,2026-05-19,1700,1900,Seminar,Booked
R003,RK B1,J00144,2026-06-16,1500,1700,Seminar,Booked
R003,RK B1,J00145,2026-04-28,1700,1900,Seminar,Booked
R004,RK B2,J00146,2026-06-12,1700,1900,Praktikum AI,Booked
R004,RK B2,J00147,2026-04-19,800,1000,Diskusi Proyek,Booked
R003,RK B1,J00148,2026-04-15,1500,1700,Kuliah Basis Data,Booked
R001,RK A1,J00149,2026-03-02,800,1000,Kuliah Basis Data,Booked
R005,Lab Komputer 1,J00150,2026-05-25,1300,1500,Diskusi Proyek,Booked
R002,RK A2,J00151,2026-05-17,1300,1500,Kuliah Algoritma,Booked
R001,RK A1,J00152,2026-05-31,1000,1200,Kuliah Algoritma,Booked
R001,RK A1,J00153,2026-03-03,1500,1700,Kuliah Algoritma,Booked
R004,RK B2,J00154,2026-06-15,1300,1500,Seminar,Booked
R006,Lab Komputer 2,J00155,2026-06-20,1000,1200,Kuliah Algoritma,Booked
R004,RK B2,J00156,2026-04-22,800,1000,Kuliah Basis Data,Booked
R003,RK B1,J00157,2026-03-09,1300,1500,Praktikum Pemrograman,Booked
R004,RK B2,J00158,2026-04-10,1300,1500,Seminar,Booked
R001,RK A1,J00159,2026-03-23,1300,1500,Praktikum Pemrograman,Booked
R003,RK B1,J00160,2026-06-05,1700,1900,Praktikum Pemrograman,Booked
R006,Lab Komputer 2,J00161,2026-03-20,1000,1200,Seminar,Booked
R004,RK B2,J00162,2026-05-01,1700,1900,Praktikum Pemrograman,Booked
R004,RK B2,J00163,2026-04-09,1000,1200,Kuliah Basis Data,Booked
R002,RK A2,J00164,2026-05-12,1500,1700,Praktikum AI,Booked
R001,RK A1,J00165,2026-04-05,1300,1500,Kuliah Basis Data,Booked
R002,RK A2,J00166,2026-06-25,1700,1900,Diskusi Proyek,Booked
R003,RK B1,J00167,2026-04-28,1300,1500,Diskusi Proyek,Booked
R005,Lab Komputer 1,J00168,2026-06-15,1300,1500,Seminar,Booked
R005,Lab Komputer 1,J00169,2026-04-29,1300,1500,Praktikum Pemrograman,Booked
R005,Lab Komputer 1,J00170,2026-03-18,1700,1900,Seminar,Booked
R003,RK B1,J00171,2026-04-05,1300,1500,Kuliah Basis Data,Booked
R005,Lab Komputer 1,J00172,2026-03-20,1300,1500,Kuliah Basis Data,Booked
R004,RK B2,J00173,2026-04-03,1700,1900,Kuliah Basis Data,Booked
R001,RK A1,J00174,2026-06-14,1500,1700,Praktikum Pemrograman,Booked
R004,RK B2,J00175,2026-05-11,1500,1700,Praktikum AI,Booked
R004,RK B2,J00176,2026-03-11,1700,1900,Praktikum AI,Booked
R005,Lab Komputer 1,J00177,2026-03-15,800,1000,Seminar,Booked
R002,RK A2,J00178,2026-03-10,800,1000,Seminar,Booked
R005,Lab Komputer 1,J00179,2026-05-29,1500,1700,Kuliah Algoritma,Booked
R001,RK A1,J00180,2026-03-28,1700,1900,Kuliah Basis Data,Booked
R004,RK B2,J00181,2026-05-28,1700,1900,Praktikum Pemrograman,Booked
R006,Lab Komputer 2,J00182,2026-06-29,1700,1900,Kuliah Algoritma,Booked
R001,RK A1,J00183,2026-03-28,1700,1900,Seminar,Booked
R002,RK A2,J00184,2026-04-12,1300,1500,Praktikum AI,Booked
R004,RK B2,J00185,2026-05-03,800,1000,Kuliah Algoritma,Booked
R005,Lab Komputer 1,J00186,2026-06-20,1700,1900,Kuliah Algoritma,Booked
R002,RK A2,J00187,2026-03-07,1700,1900,Seminar,Booked
R002,RK A2,J00188,2026-06-04,1500,1700,Kuliah Algoritma,Booked
R004,RK B2,J00189,2026-03-12,800,1000,Kuliah Algoritma,Booked
R004,RK B2,J00190,2026-05-17,1500,1700,Praktikum AI,Booked
R005,Lab Komputer 1,J00191,2026-06-18,800,1000,Praktikum Pemrograman,Booked
R002,RK A2,J00192,2026-06-11,1300,1500,Kuliah Basis Data,Booked
R002,RK A2,J00193,2026-05-22,800,1000,Diskusi Proyek,Booked
R006,Lab Komputer 2,J00194,2026-03-14,1300,1500,Kuliah Algoritma,Booked
R003,RK B1,J00195,2026-06-08,1500,1700,Praktikum AI,Booked
R002,RK A2,J00196,2026-04-05,1500,1700,Diskusi Proyek,Booked
R006,Lab Komputer 2,J00197,2026-04-03,1300,1500,Praktikum AI,Booked
R002,RK A2,J00198,2026-03-12,1300,1500,Praktikum Pemrograman,Booked
R001,RK A1,J00199,2026-06-09,800,1000,Seminar,Booked
R002,RK A2,J00200,2026-06-12,1500,1700,Praktikum AI,Booked
R002,RK A2,J00201,2026-03-22,1500,1700,Praktikum AI,Booked
R001,RK A1,J00202,2026-04-25,1000,1200,Praktikum AI,Booked
R001,RK A1,J00203,2026-05-12,1700,1900,Praktikum AI,Booked
R001,RK A1,J00204,2026-06-15,1000,1200,Kuliah Algoritma,Booked
R002,RK A2,J00205,2026-03-21,800,1000,Seminar,Booked
R006,Lab Komputer 2,J00206,2026-04-24,1700,1900,Praktikum Pemrograman,Booked
R001,RK A1,J00207,2026-03-04,1500,1700,Diskusi Proyek,Booked
R002,RK A2,J00208,2026-04-08,1500,1700,Kuliah Basis Data,Booked
R006,Lab Komputer 2,J00209,2026-06-25,1300,1500,Kuliah Basis Data,Booked
R005,Lab Komputer 1,J00210,2026-06-22,1300,1500,Praktikum AI,Booked
R003,RK B1,J00211,2026-06-25,800,1000,Kuliah Algoritma,Booked
R003,RK B1,J00212,2026-03-24,1000,1200,Diskusi Proyek,Booked
R003,RK B1,J00213,2026-05-23,1000,1200,Diskusi Proyek,Booked
R004,RK B2,J00214,2026-06-11,1500,1700,Praktikum AI,Booked
R004,RK B2,J00215,2026-03-27,1300,1500,Diskusi Proyek,Booked
R004,RK B2,J00216,2026-06-20,1300,1500,Praktikum AI,Booked
R006,Lab Komputer 2,J00217,2026-05-20,1500,1700,Seminar,Booked
R005,Lab Komputer 1,J00218,2026-05-10,1000,1200,Diskusi Proyek,Booked
R003,RK B1,J00219,2026-03-16,800,1000,Diskusi Proyek,Booked
R005,Lab Komputer 1,J00220,2026-03-30,800,1000,Kuliah Algoritma,Booked
R001,RK A1,J00221,2026-06-27,1000,1200,Praktikum AI,Booked
R003,RK B1,J00222,2026-06-24,800,1000,Diskusi Proyek,Booked
R002,RK A2,J00223,2026-03-06,1300,1500,Kuliah Algoritma,Booked
R003,RK B1,J00224,2026-04-23,1300,1500,Seminar,Booked
R006,Lab Komputer 2,J00225,2026-06-07,1300,1500,Kuliah Algoritma,Booked
R004,RK B2,J00226,2026-06-25,1500,1700,Kuliah Basis Data,Booked
R002,RK A2,J00227,2026-04-15,1300,1500,Kuliah Algoritma,Booked
R001,RK A1,J00228,2026-05-29,1000,1200,Diskusi Proyek,Booked
R004,RK B2,J00229,2026-04-28,1500,1700,Seminar,Booked
R003,RK B1,J00230,2026-05-29,1000,1200,Diskusi Proyek,Booked
R005,Lab Komputer 1,J00231,2026-04-12,1300,1500,Praktikum Pemrograman,Booked
R005,Lab Komputer 1,J00232,2026-03-02,1700,1900,Seminar,Booked
R002,RK A2,J00233,2026-06-16,1000,1200,Seminar,Booked
R005,Lab Komputer 1,J00234,2026-04-23,1500,1700,Diskusi Proyek,Booked
R004,RK B2,J00235,2026-05-28,1700,1900,Kuliah Basis Data,Booked
R006,Lab Komputer 2,J00236,2026-03-11,800,1000,Kuliah Basis Data,Booked
R006,Lab Komputer 2,J00237,2026-06-11,800,1000,Praktikum Pemrograman,Booked
R002,RK A2,J00238,2026-06-17,1500,1700,Praktikum AI,Booked
R004,RK B2,J00239,2026-04-13,1000,1200,Kuliah Algoritma,Booked
R002,RK A2,J00240,2026-03-02,1300,1500,Praktikum Pemrograman,Booked
R004,RK B2,J00241,2026-05-23,1000,1200,Seminar,Booked
R002,RK A2,J00242,2026-06-14,1500,1700,Kuliah Basis Data,Booked
R004,RK B2,J00243,2026-05-30,1700,1900,Kuliah Algoritma,Booked
R004,RK B2,J00244,2026-03-09,800,1000,Praktikum AI,Booked
R001,RK A1,J00245,2026-03-05,1700,1900,Praktikum AI,Booked
R005,Lab Komputer 1,J00246,2026-05-29,800,1000,Seminar,Booked
R001,RK A1,J00247,2026-04-29,1500,1700,Seminar,Booked
R005,Lab Komputer 1,J00248,2026-05-05,800,1000,Kuliah Basis Data,Booked
R006,Lab Komputer 2,J00249,2026-03-08,1500,1700,Seminar,Booked
R006,Lab Komputer 2,J00250,2026-06-10,1000,1200,Kuliah Basis Data,Booked
R005,Lab Komputer 1,J00251,2026-06-12,1500,1700,Praktikum Pemrograman,Booked
R001,RK A1,J00252,2026-05-12,1500,1700,Kuliah Algoritma,Booked
R001,RK A1,J00253,2026-03-27,1700,1900,Kuliah Algoritma,Booked
R003,RK B1,J00254,2026-06-11,1700,1900,Diskusi Proyek,Booked
R003,RK B1,J00255,2026-03-09,1000,1200,Praktikum Pemrograman,Booked
R005,Lab Komputer 1,J00256,2026-04-22,1700,1900,Praktikum Pemrograman,Booked
R003,RK B1,J00257,2026-03-15,1700,1900,Praktikum AI,Booked
R004,RK B2,J00258,2026-06-09,1700,1900,Kuliah Basis Data,Booked
R001,RK A1,J00259,2026-06-26,800,1000,Praktikum AI,Booked
R001,RK A1,J00260,2026-03-27,1700,1900,Kuliah Basis Data,Booked
R004,RK B2,J00261,2026-06-02,1700,1900,Seminar,Booked
R002,RK A2,J00262,2026-06-28,1000,1200,Praktikum Pemrograman,Booked
R001,RK A1,J00263,2026-05-17,800,1000,Kuliah Basis Data,Booked
R003,RK B1,J00264,2026-05-21,800,1000,Kuliah Algoritma,Booked
R006,Lab Komputer 2,J00265,2026-04-24,1700,1900,Diskusi Proyek,Booked
R006,Lab Komputer 2,J00266,2026-03-09,1300,1500,Kuliah Basis Data,Booked
R002,RK A2,J00267,2026-03-05,1500,1700,Kuliah Algoritma,Booked
R003,RK B1,J00268,2026-04-21,800,1000,Kuliah Algoritma,Booked
R004,RK B2,J00269,2026-05-04,1500,1700,Praktikum AI,Booked
R001,RK A1,J00270,2026-06-06,1500,1700,Diskusi Proyek,Booked
R001,RK A1,J00271,2026-03-24,1500,1700,Kuliah Basis Data,Booked
R001,RK A1,J00272,2026-04-05,1700,1900,Kuliah Algoritma,Booked
R003,RK B1,J00273,2026-06-18,1300,1500,Diskusi Proyek,Booked
R001,RK A1,J00274,2026-03-21,1300,1500,Praktikum AI,Booked
R005,Lab Komputer 1,J00275,2026-03-13,1500,1700,Kuliah Algoritma,Booked
R002,RK A2,J00276,2026-03-26,1500,1700,Kuliah Basis Data,Booked
R002,RK A2,J00277,2026-06-27,1000,1200,Kuliah Algoritma,Booked
R005,Lab Komputer 1,J00278,2026-06-24,1300,1500,Kuliah Basis Data,Booked
R002,RK A2,J00279,2026-05-30,1300,1500,Praktikum AI,Booked
R005,Lab Komputer 1,J00280,2026-06-09,1000,1200,Seminar,Booked
R006,Lab Komputer 2,J00281,2026-06-27,1300,1500,Praktikum AI,Booked
R003,RK B1,J00282,2026-06-04,1700,1900,Diskusi Proyek,Booked
R002,RK A2,J00283,2026-04-25,1500,1700,Praktikum AI,Booked
R002,RK A2,J00284,2026-03-26,800,1000,Diskusi Proyek,Booked
R003,RK B1,J00285,2026-04-29,1300,1500,Kuliah Basis Data,Booked
R002,RK A2,J00286,2026-04-11,1300,1500,Praktikum Pemrograman,Booked
R003,RK B1,J00287,2026-04-25,1000,1200,Kuliah Algoritma,Booked
R004,RK B2,J00288,2026-06-23,1700,1900,Praktikum AI,Booked
R004,RK B2,J00289,2026-05-29,1000,1200,Kuliah Algoritma,Booked
R003,RK B1,J00290,2026-03-26,800,1000,Kuliah Algoritma,Booked
R005,Lab Komputer 1,J00291,2026-04-25,1500,1700,Seminar,Booked
R005,Lab Komputer 1,J00292,2026-03-10,1700,1900,Praktikum Pemrograman,Booked
R005,Lab Komputer 1,J00293,2026-03-20,1500,1700,Kuliah Algoritma,Booked
R002,RK A2,J00294,2026-06-21,1700,1900,Praktikum AI,Booked
R005,Lab Komputer 1,J00295,2026-05-01,1700,1900,Diskusi Proyek,Booked
R003,RK B1,J00296,2026-05-30,1000,1200,Diskusi Proyek,Booked
R006,Lab Komputer 2,J00297,2026-06-01,1000,1200,Praktikum AI,Booked
R002,RK A2,J00298,2026-06-03,1500,1700,Kuliah Basis Data,Booked
R003,RK B1,J00299,2026-06-14,1300,1500,Praktikum AI,Booked
R004,RK B2,J00300,2026-06-11,800,1000,Praktikum AI,Booked
R003,RK B1,J00301,2026-05-09,1300,1500,Praktikum Pemrograman,Booked
R005,Lab Komputer 1,J00302,2026-04-20,1300,1500,Seminar,Booked
R004,RK B2,J00303,2026-03-10,1700,1900,Seminar,Booked
R004,RK B2,J00304,2026-03-04,1000,1200,Praktikum Pemrograman,Booked
R006,Lab Komputer 2,J00305,2026-03-30,1700,1900,Praktikum AI,Booked
R004,RK B2,J00306,2026-03-25,1500,1700,Praktikum AI,Booked
R003,RK B1,J00307,2026-04-10,1500,1700,Seminar,Booked
R005,Lab Komputer 1,J00308,2026-05-09,1300,1500,Praktikum Pemrograman,Booked
R002,RK A2,J00309,2026-03-26,1700,1900,Kuliah Basis Data,Booked
R006,Lab Komputer 2,J00310,2026-06-18,1700,1900,Praktikum Pemrograman,Booked
R004,RK B2,J00311,2026-03-09,1500,1700,Kuliah Algoritma,Booked
R006,Lab Komputer 2,J00312,2026-03-13,1500,1700,Seminar,Booked
R002,RK A2,J00313,2026-05-04,800,1000,Kuliah Algoritma,Booked
R001,RK A1,J00314,2026-04-18,1300,1500,Diskusi Proyek,Booked
R006,Lab Komputer 2,J00315,2026-04-09,1700,1900,Kuliah Algoritma,Booked
R001,RK A1,J00316,2026-04-15,1000,1200,Kuliah Basis Data,Booked
R006,Lab Komputer 2,J00317,2026-06-03,1700,1900,Diskusi Proyek,Booked
R001,RK A1,J00318,2026-06-11,1300,1500,Kuliah Algoritma,Booked
R006,Lab Komputer 2,J00319,2026-05-24,1500,1700,Praktikum AI,Booked
R003,RK B1,J00320,2026-06-17,800,1000,Kuliah Basis Data,Booked
R001,RK A1,J00321,2026-04-29,1700,1900,Praktikum AI,Booked
R005,Lab Komputer 1,J00322,2026-06-04,1700,1900,Praktikum Pemrograman,Booked
R004,RK B2,J00323,2026-05-05,1000,1200,Seminar,Booked
R005,Lab Komputer 1,J00324,2026-05-20,1700,1900,Diskusi Proyek,Booked
R006,Lab Komputer 2,J00325,2026-06-29,800,1000,Kuliah Basis Data,Booked
R002,RK A2,J00326,2026-03-23,800,1000,Praktikum Pemrograman,Booked
R005,Lab Komputer 1,J00327,2026-06-21,1700,1900,Kuliah Algoritma,Booked
R003,RK B1,J00328,2026-05-13,1000,1200,Kuliah Algoritma,Booked
R001,RK A1,J00329,2026-04-04,1300,1500,Praktikum Pemrograman,Booked
R002,RK A2,J00330,2026-05-05,1500,1700,Kuliah Algoritma,Booked
R004,RK B2,J00331,2026-05-03,1700,1900,Praktikum Pemrograman,Booked
R004,RK B2,J00332,2026-06-22,800,1000,Kuliah Algoritma,Booked
R004,RK B2,J00333,2026-05-24,1000,1200,Praktikum Pemrograman,Booked
R005,Lab Komputer 1,J00334,2026-03-18,800,1000,Praktikum AI,Booked
R002,RK A2,J00335,2026-05-13,1500,1700,Praktikum AI,Booked
R001,RK A1,J00336,2026-04-14,1300,1500,Kuliah Basis Data,Booked
R005,Lab Komputer 1,J00337,2026-03-02,1700,1900,Seminar,Booked
R003,RK B1,J00338,2026-04-07,1500,1700,Kuliah Basis Data,Booked
R001,RK A1,J00339,2026-04-01,1300,1500,Kuliah Basis Data,Booked
R002,RK A2,J00340,2026-04-30,800,1000,Kuliah Basis Data,Booked
R005,Lab Komputer 1,J00341,2026-05-03,1000,1200,Praktikum Pemrograman,Booked
R002,RK A2,J00342,2026-06-29,1700,1900,Diskusi Proyek,Booked
R004,RK B2,J00343,2026-05-07,800,1000,Diskusi Proyek,Booked
R002,RK A2,J00344,2026-03-09,1300,1500,Diskusi Proyek,Booked
R001,RK A1,J00345,2026-04-28,1700,1900,Seminar,Booked
R004,RK B2,J00346,2026-04-06,1700,1900,Seminar,Booked
R005,Lab Komputer 1,J00347,2026-03-14,800,1000,Praktikum AI,Booked
R002,RK A2,J00348,2026-05-09,1000,1200,Diskusi Proyek,Booked
R001,RK A1,J00349,2026-03-06,1700,1900,Seminar,Booked
